name,value,year,lastValue,rank
Converse,3020339.00,2009,3020339,1
Topper,2641317.00,2009,2641317,2
Miss Carol,2616702.25,2009,2616702,25,3
Reebok,2509095.00,2009,2509095,4
Havaianas,2461699.00,2009,2461699,5
Lombardino,2065935.00,2009,2065935,6
PUSH,1971668.76,2009,1971668,76,7
Camarao,1796729.36,2009,1796729,36,8
Puma,1527852.00,2009,1527852,9
Freeway ,1518093.00,2009,1518093,10
A.Giannini,1461455.00,2009,1461455,11
Rider,1348212.00,2009,1348212,12
Euro Jack,1161433.10,2009,1161433,1,13
New Balance,1139924.00,2009,1139924,14
Adidas,978410.00,2009,978410,15
Azaleia,746842.00,2009,746842,16
Branch,612916.08,2009,612916,08,17
Mormaii,606599.00,2009,606599,18
Sumilon,492375.20,2009,492375,2,19
Umbro,455515.00,2009,455515,20
Croco Kids,437817.25,2009,437817,25,21
Varios_Saldos,433037.00,2009,433037,22
Olympikus                 ,372466.00,2009,372466,23
Cuerart                  ,323120.00,2009,323120,24
Reef,307810.00,2009,307810,25
Hello Kitty,282470.00,2009,282470,26
{Sin Definir},217029.90,2009,217029,9,27
Falatino,216546.00,2009,216546,28
Bibi,174920.00,2009,174920,29
North Sails N+,174909.00,2009,174909,30
Crocs,172366.00,2009,172366,31
Wassington   ,112289.00,2009,112289,32
Goshik,108330.00,2009,108330,33
Vanzetti,108068.00,2009,108068,34
Lady Confort,78000.00,2009,78000,35
Mc Jason,70301.00,2009,70301,36
Spiderman,65997.00,2009,65997,37
Aquarella,64719.00,2009,64719,38
Hot Wheels,62890.00,2009,62890,39
Bioconfort,62110.00,2009,62110,40
Grendha,49775.00,2009,49775,41
Bottero,46814.00,2009,46814,42
Cartago,46500.00,2009,46500,43
Pigalle ,39910.00,2009,39910,44
FF,35730.00,2009,35730,45
Grendene,32981.00,2009,32981,46
Ginga,32427.00,2009,32427,47
Via Uno,31857.00,2009,31857,48
SANJERIY,30690.00,2009,30690,49
Disponible,25825.00,2009,25825,50
Legitimo,24500.00,2009,24500,51
Democrata,7450.00,2009,7450,52
Natalia K,6788.00,2009,6788,53
Euro Teens,6101.00,2009,6101,54
Asics,5800.00,2009,5800,55
MINI Miss Carol,3493.00,2009,3493,56
Pierre Cardin/Dali/Murakami,2500.00,2009,2500,57
Angra,1980.00,2009,1980,58
Kadú,1700.00,2009,1700,59
Sonho De Crianca,1400.00,2009,1400,60
Ador,897.00,2009,897,61
Siboney,800.00,2009,800,62
G&F,600.00,2009,600,63
Luocheng,450.00,2009,450,64
Mac Boot,0.00,2009,0,65
Country,0.00,2009,0,66
Barbie,-100.00,2009,-100,67
ZAXY,-790.00,2009,-790,68
Miss Carol,3283661.16,2010,3283661,16,1
Havaianas,2859939.00,2010,2859939,2
Topper,2757451.00,2010,2757451,3
Reebok,2622576.00,2010,2622576,4
Puma,2321936.00,2010,2321936,5
PUSH,2147608.68,2010,2147608,68,6
Rider,2024245.00,2010,2024245,7
Lombardino,1962597.00,2010,1962597,8
Freeway ,1895238.00,2010,1895238,9
A.Giannini,1868572.56,2010,1868572,56,10
Camarao,1660674.54,2010,1660674,54,11
Converse,1620698.00,2010,1620698,12
Azaleia,1391074.00,2010,1391074,13
New Balance,975158.00,2010,975158,14
Adidas,962840.00,2010,962840,15
Euro Jack,748133.00,2010,748133,16
Lady Confort,713777.00,2010,713777,17
Branch,681488.36,2010,681488,36,18
Sumilon,654890.72,2010,654890,72,19
Croco Kids,583701.10,2010,583701,1,20
Mormaii,551088.00,2010,551088,21
Pigalle ,491954.00,2010,491954,22
Olympikus                 ,482283.00,2010,482283,23
Gallarate,391650.00,2010,391650,24
North Sails N+,338458.28,2010,338458,28,25
Wassington   ,288091.00,2010,288091,26
Umbro,285188.00,2010,285188,27
Hello Kitty,267354.00,2010,267354,28
Goshik,209620.00,2010,209620,29
Cuerart                  ,206179.00,2010,206179,30
Bibi,198582.00,2010,198582,31
Mistral,171140.00,2010,171140,32
Spiderman,154310.00,2010,154310,33
Reef,113824.00,2010,113824,34
Tiernitas,110506.00,2010,110506,35
Varios_Saldos,103722.00,2010,103722,36
Vanzetti,94805.00,2010,94805,37
Grendha,76941.00,2010,76941,38
Ginga,76447.00,2010,76447,39
Mc Jason,75090.00,2010,75090,40
{Sin Definir},71993.88,2010,71993,88,41
Falatino,70516.00,2010,70516,42
Crocs,64534.00,2010,64534,43
Blanditos,37000.00,2010,37000,44
FF,29900.00,2010,29900,45
Hot Wheels,27410.00,2010,27410,46
ZAXY,23250.00,2010,23250,47
Bottero,15479.00,2010,15479,48
Legitimo,11920.00,2010,11920,49
Disponible,11100.00,2010,11100,50
Grendene,5690.00,2010,5690,51
SANJERIY,4395.00,2010,4395,52
Via Uno,4069.00,2010,4069,53
Natalia K,3400.00,2010,3400,54
Cartago,2900.00,2010,2900,55
Kadú,1550.00,2010,1550,56
Euro Teens,1301.00,2010,1301,57
MINI Miss Carol,1100.00,2010,1100,58
Indian Red,1100.00,2010,1100,59
Asics,997.00,2010,997,60
Aquarella,995.00,2010,995,61
Sonho De Crianca,800.00,2010,800,62
Bioconfort,699.00,2010,699,63
FILA,650.00,2010,650,64
Annisa Group.,598.00,2010,598,65
Luocheng,300.00,2010,300,66
Siboney,200.00,2010,200,67
G&F,200.00,2010,200,68
Barbie,200.00,2010,200,69
Topper,3853772.00,2011,3853772,1
Reebok,3818313.00,2011,3818313,2
Miss Carol,3584844.26,2011,3584844,26,3
Puma,3103627.00,2011,3103627,4
Havaianas,2969133.00,2011,2969133,5
Freeway ,2886942.00,2011,2886942,6
PUSH,2833196.58,2011,2833196,58,7
A.Giannini,2241565.28,2011,2241565,28,8
Rider,2211375.00,2011,2211375,9
Adidas,2178220.00,2011,2178220,10
Lombardino,1892530.00,2011,1892530,11
Converse,1553182.00,2011,1553182,12
Camarao,1456445.18,2011,1456445,18,13
North Sails N+,1285064.50,2011,1285064,5,14
Croco Kids,1146506.20,2011,1146506,2,15
New Balance,1121798.00,2011,1121798,16
Azaleia,912143.00,2011,912143,17
Olympikus                 ,881357.00,2011,881357,18
Ipanema,799489.00,2011,799489,19
Lady Confort,782783.00,2011,782783,20
Bottero,774040.00,2011,774040,21
Hello Kitty,554987.00,2011,554987,22
Pigalle ,501350.00,2011,501350,23
Umbro,493701.00,2011,493701,24
Sumilon,448502.00,2011,448502,25
Gallarate,434600.00,2011,434600,26
Wassington   ,336577.00,2011,336577,27
Millenium,298734.00,2011,298734,28
Spiderman,288001.00,2011,288001,29
Branch,278339.48,2011,278339,48,30
Bibi,271167.00,2011,271167,31
Goshik,267700.00,2011,267700,32
Mormaii,253565.00,2011,253565,33
Cuerart                  ,227891.00,2011,227891,34
Mistral,190820.00,2011,190820,35
Via Uno,175970.00,2011,175970,36
Angra,73353.00,2011,73353,37
FF,70560.00,2011,70560,38
Vanzetti,53876.00,2011,53876,39
Euro Jack,45850.00,2011,45850,40
Tiernitas,31770.00,2011,31770,41
Reef,26050.00,2011,26050,42
Grendha,25069.00,2011,25069,43
MINI Miss Carol,17181.00,2011,17181,44
Falatino,15080.00,2011,15080,45
Blanditos,14527.00,2011,14527,46
Ginga,13715.00,2011,13715,47
Varios_Saldos,8189.00,2011,8189,48
ZAXY,8150.00,2011,8150,49
Disponible,7200.00,2011,7200,50
Crocs,6988.00,2011,6988,51
Legitimo,6500.00,2011,6500,52
Hot Wheels,4850.00,2011,4850,53
Mc Jason,3098.00,2011,3098,54
Country Jack,2997.00,2011,2997,55
Bioconfort,1900.00,2011,1900,56
Country,1500.00,2011,1500,57
SANJERIY,800.00,2011,800,58
Democrata,600.00,2011,600,59
Grendene,600.00,2011,600,60
Asics,499.00,2011,499,61
Venus,490.00,2011,490,62
Ador,299.00,2011,299,63
Annisa Group.,299.00,2011,299,64
Natalia K,200.00,2011,200,65
Cartago,100.00,2011,100,66
Kadú,0.00,2011,0,67
{Sin Definir},-78323.44,2011,-78323,44,68
Miss Carol,5255162.02,2012,5255162,02,1
Puma,4125734.00,2012,4125734,2
Havaianas,3930788.00,2012,3930788,3
Topper,3813445.00,2012,3813445,4
Freeway ,3220522.00,2012,3220522,5
Reebok,2904205.00,2012,2904205,6
Adidas,2800890.00,2012,2800890,7
PUSH,2584724.94,2012,2584724,94,8
Rider,2154775.00,2012,2154775,9
Lombardino,1753300.00,2012,1753300,10
Converse,1688000.00,2012,1688000,11
A.Giannini,1622092.98,2012,1622092,98,12
North Sails N+,1567896.86,2012,1567896,86,13
Croco Kids,1301874.34,2012,1301874,34,14
Camarao,1135524.00,2012,1135524,15
Ipanema,822716.00,2012,822716,16
New Balance,809000.00,2012,809000,17
Olympikus                 ,697646.00,2012,697646,18
Lady Confort,620717.00,2012,620717,19
Azaleia,607279.00,2012,607279,20
Gallarate,554200.00,2012,554200,21
Umbro,500967.00,2012,500967,22
Bottero,447965.00,2012,447965,23
Wassington   ,410041.00,2012,410041,24
Mistral,369790.00,2012,369790,25
Spiderman,314443.00,2012,314443,26
Pigalle ,297330.00,2012,297330,27
Cuerart                  ,275361.00,2012,275361,28
Hello Kitty,264924.00,2012,264924,29
Bibi,251490.00,2012,251490,30
Merrell,241000.00,2012,241000,31
Hush Puppies,195750.00,2012,195750,32
Goshik,183570.00,2012,183570,33
Branch,157544.12,2012,157544,12,34
Grendha,124630.00,2012,124630,35
Disney,119350.00,2012,119350,36
Millenium,114327.00,2012,114327,37
Sumilon,110686.00,2012,110686,38
Cartago,86639.00,2012,86639,39
Dora,85923.00,2012,85923,40
Penalty,84710.00,2012,84710,41
Via Uno,74610.00,2012,74610,42
Frutillitas,68706.00,2012,68706,43
Vanzetti,37684.00,2012,37684,44
Mormaii,32843.00,2012,32843,45
{Sin Definir},30621.19,2012,30621,19,46
Varios_Saldos,28040.00,2012,28040,47
FF,17910.00,2012,17910,48
Angra,8982.00,2012,8982,49
Euro Jack,7050.00,2012,7050,50
Veloz,6395.00,2012,6395,51
Tiernitas,5088.00,2012,5088,52
MINI Miss Carol,4851.00,2012,4851,53
Ginga,4200.00,2012,4200,54
Legitimo,2800.00,2012,2800,55
Falatino,2500.00,2012,2500,56
Reef,1650.00,2012,1650,57
ZAXY,1490.00,2012,1490,58
Crocs,1200.00,2012,1200,59
Kadú,1150.00,2012,1150,60
Hot Wheels,900.00,2012,900,61
Blanditos,600.00,2012,600,62
Euro Teens,400.00,2012,400,63
Sonho De Crianca,200.00,2012,200,64
Leon,0.00,2012,0,65
Topper,4620166.00,2009.1,4620166,1
PUSH,4404496.66,2009.1,4404496,66,2
Converse,4229296.00,2009.1,4229296,3
Miss Carol,3496897.74,2009.1,3496897,74,4
Reebok,3133547.00,2009.1,3133547,5
Lombardino,2477238.00,2009.1,2477238,6
Puma,2401766.00,2009.1,2401766,7
Camarao,2217496.48,2009.1,2217496,48,8
New Balance,1560776.00,2009.1,1560776,9
Freeway ,1365669.00,2009.1,1365669,10
Sumilon,1303752.74,2009.1,1303752,74,11
A.Giannini,1178122.64,2009.1,1178122,64,12
Adidas,1168218.00,2009.1,1168218,13
Havaianas,969860.00,2009.1,969860,14
Branch,841534.40,2009.1,841534,4,15
Goshik,803834.00,2009.1,803834,16
Umbro,775166.00,2009.1,775166,17
Euro Jack,690545.00,2009.1,690545,18
Olympikus                 ,639375.00,2009.1,639375,19
Varios_Saldos,536948.00,2009.1,536948,20
Rider,527353.00,2009.1,527353,21
Vanzetti,489450.00,2009.1,489450,22
Cuerart                  ,414037.00,2009.1,414037,23
Azaleia,389982.00,2009.1,389982,24
Croco Kids,369862.24,2009.1,369862,24,25
Bibi,357847.00,2009.1,357847,26
North Sails N+,351726.20,2009.1,351726,2,27
Lady Confort,303850.00,2009.1,303850,28
Mormaii,292900.00,2009.1,292900,29
Reef,292335.00,2009.1,292335,30
{Sin Definir},261233.26,2009.1,261233,26,31
Falatino,249648.00,2009.1,249648,32
Wassington   ,196720.00,2009.1,196720,33
Mc Jason,101053.00,2009.1,101053,34
Crocs,100505.00,2009.1,100505,35
Bioconfort,100442.00,2009.1,100442,36
Aquarella,87989.00,2009.1,87989,37
Hello Kitty,68190.00,2009.1,68190,38
Bottero,63211.00,2009.1,63211,39
Via Uno,55898.00,2009.1,55898,40
Pigalle ,49240.00,2009.1,49240,41
Disponible,41580.00,2009.1,41580,42
Grendene,38206.00,2009.1,38206,43
Legitimo,38170.00,2009.1,38170,44
Annisa Group.,33590.00,2009.1,33590,45
FF,32890.00,2009.1,32890,46
SANJERIY,28575.00,2009.1,28575,47
Ginga,24811.00,2009.1,24811,48
Grendha,21150.00,2009.1,21150,49
Democrata,20860.00,2009.1,20860,50
Hot Wheels,20480.00,2009.1,20480,51
Spiderman,17446.00,2009.1,17446,52
Asics,13900.00,2009.1,13900,53
Pierre Cardin/Dali/Murakami,9600.00,2009.1,9600,54
Natalia K,8875.00,2009.1,8875,55
Euro Teens,8000.00,2009.1,8000,56
Cartago,6750.00,2009.1,6750,57
ZAXY,4860.00,2009.1,4860,58
Ador,4623.12,2009.1,4623,12,59
Country,4150.00,2009.1,4150,60
Tiernitas,2394.00,2009.1,2394,61
Kadú,2200.00,2009.1,2200,62
G&F,1800.00,2009.1,1800,63
MINI Miss Carol,1496.00,2009.1,1496,64
Sonho De Crianca,1000.00,2009.1,1000,65
Angra,990.00,2009.1,990,66
Luocheng,800.00,2009.1,800,67
Arye - Portter,600.00,2009.1,600,68
Mac Boot,500.00,2009.1,500,69
Rain Boot,399.00,2009.1,399,70
Miss Carol,900299.00,2009.10,900299,1
Havaianas,687813.00,2009.10,687813,2
Puma,585572.00,2009.10,585572,3
Reebok,538185.00,2009.10,538185,4
Rider,534271.00,2009.10,534271,5
Camarao,485765.00,2009.10,485765,6
Converse,471097.00,2009.10,471097,7
PUSH,465294.42,2009.10,465294,42,8
Topper,458126.00,2009.10,458126,9
A.Giannini,433812.00,2009.10,433812,10
Freeway ,431211.00,2009.10,431211,11
Lombardino,394180.00,2009.10,394180,12
Adidas,354060.00,2009.10,354060,13
Azaleia,322973.00,2009.10,322973,14
New Balance,234506.00,2009.10,234506,15
Lady Confort,186645.00,2009.10,186645,16
Euro Jack,175657.00,2009.10,175657,17
Branch,157956.00,2009.10,157956,18
Sumilon,145138.26,2009.10,145138,26,19
Mormaii,136640.00,2009.10,136640,20
Croco Kids,131299.60,2009.10,131299,6,21
Pigalle ,116740.00,2009.10,116740,22
Olympikus                 ,115570.00,2009.10,115570,23
Gallarate,107350.00,2009.10,107350,24
North Sails N+,105680.00,2009.10,105680,25
Hello Kitty,65189.00,2009.10,65189,26
Umbro,54624.00,2009.10,54624,27
Goshik,49910.00,2009.10,49910,28
Mistral,49750.00,2009.10,49750,29
Wassington   ,47979.00,2009.10,47979,30
Bibi,38383.00,2009.10,38383,31
Reef,35641.00,2009.10,35641,32
Cuerart                  ,29817.00,2009.10,29817,33
Spiderman,28972.00,2009.10,28972,34
Grendha,22410.00,2009.10,22410,35
Varios_Saldos,21700.00,2009.10,21700,36
Tiernitas,16758.00,2009.10,16758,37
Mc Jason,15178.00,2009.10,15178,38
Vanzetti,11408.00,2009.10,11408,39
Ginga,11063.00,2009.10,11063,40
Blanditos,10000.00,2009.10,10000,41
Crocs,9291.00,2009.10,9291,42
Falatino,7741.00,2009.10,7741,43
ZAXY,4570.00,2009.10,4570,44
Legitimo,4470.00,2009.10,4470,45
Bottero,3500.00,2009.10,3500,46
FF,2990.00,2009.10,2990,47
Bioconfort,2796.00,2009.10,2796,48
Disponible,2700.00,2009.10,2700,49
Via Uno,2280.00,2009.10,2280,50
Hot Wheels,1680.00,2009.10,1680,51
SANJERIY,1398.00,2009.10,1398,52
Euro Teens,600.00,2009.10,600,53
Luocheng,450.00,2009.10,450,54
Natalia K,400.00,2009.10,400,55
Aquarella,398.00,2009.10,398,56
Kadú,300.00,2009.10,300,57
Cartago,-50.00,2009.10,-50,58
{Sin Definir},-74004.28,2009.10,-74004,28,59
PUSH,4360356.02,2009.2,4360356,02,1
Miss Carol,4345039.36,2009.2,4345039,36,2
Topper,3955441.00,2009.2,3955441,3
Reebok,3140896.00,2009.2,3140896,4
Converse,3024284.00,2009.2,3024284,5
Puma,2660709.00,2009.2,2660709,6
Lombardino,2198211.00,2009.2,2198211,7
Camarao,2034913.48,2009.2,2034913,48,8
New Balance,1508605.00,2009.2,1508605,9
Sumilon,1475641.76,2009.2,1475641,76,10
Freeway ,1249894.00,2009.2,1249894,11
Lady Confort,1063100.00,2009.2,1063100,12
Adidas,864212.00,2009.2,864212,13
Umbro,815342.00,2009.2,815342,14
A.Giannini,726804.64,2009.2,726804,64,15
Olympikus                 ,597758.00,2009.2,597758,16
Vanzetti,585628.00,2009.2,585628,17
Branch,539918.00,2009.2,539918,18
Varios_Saldos,422990.00,2009.2,422990,19
Croco Kids,413486.40,2009.2,413486,4,20
North Sails N+,405001.80,2009.2,405001,8,21
Cuerart                  ,344565.00,2009.2,344565,22
Goshik,278270.00,2009.2,278270,23
Bibi,275048.00,2009.2,275048,24
Reef,239173.00,2009.2,239173,25
Bottero,225702.00,2009.2,225702,26
Wassington   ,208257.00,2009.2,208257,27
{Sin Definir},202657.82,2009.2,202657,82,28
Havaianas,187969.00,2009.2,187969,29
Falatino,187470.00,2009.2,187470,30
Bioconfort,161841.00,2009.2,161841,31
Azaleia,158681.00,2009.2,158681,32
Mc Jason,150576.42,2009.2,150576,42,33
Via Uno,112903.00,2009.2,112903,34
Rider,80630.00,2009.2,80630,35
Tiernitas,72219.00,2009.2,72219,36
Mormaii,59996.00,2009.2,59996,37
ZAXY,57180.00,2009.2,57180,38
FF,56820.00,2009.2,56820,39
Ador,54374.00,2009.2,54374,40
Euro Jack,52852.00,2009.2,52852,41
Pigalle ,43280.00,2009.2,43280,42
Crocs,29793.00,2009.2,29793,43
Legitimo,28360.00,2009.2,28360,44
Disponible,27200.00,2009.2,27200,45
Annisa Group.,26231.00,2009.2,26231,46
Grendene,19462.00,2009.2,19462,47
SANJERIY,17578.00,2009.2,17578,48
Aquarella,16701.00,2009.2,16701,49
Euro Teens,12900.00,2009.2,12900,50
Democrata,11920.00,2009.2,11920,51
Ginga,8953.00,2009.2,8953,52
Asics,7999.00,2009.2,7999,53
Pierre Cardin/Dali/Murakami,5400.00,2009.2,5400,54
Hello Kitty,3857.00,2009.2,3857,55
Angra,3000.00,2009.2,3000,56
Futbol,2500.00,2009.2,2500,57
Mac Boot,2400.00,2009.2,2400,58
Rain Boot,1995.00,2009.2,1995,59
Natalia K,1596.00,2009.2,1596,60
Country,1180.00,2009.2,1180,61
Grendha,1170.00,2009.2,1170,62
Trendy,1000.00,2009.2,1000,63
Retoric,600.00,2009.2,600,64
Luocheng,600.00,2009.2,600,65
Spiderman,598.00,2009.2,598,66
Chiquillos,499.00,2009.2,499,67
Arye - Portter,450.00,2009.2,450,68
G&F,300.00,2009.2,300,69
MINI Miss Carol,299.00,2009.2,299,70
Hot Wheels,290.00,2009.2,290,71
Cartago,250.00,2009.2,250,72
Miss Carol,5360727.50,2009.3,5360727,5,1
PUSH,4060019.48,2009.3,4060019,48,2
Topper,3965266.00,2009.3,3965266,3
Reebok,3927978.00,2009.3,3927978,4
Camarao,3752783.52,2009.3,3752783,52,5
Puma,2812599.00,2009.3,2812599,6
Converse,2542319.00,2009.3,2542319,7
Sumilon,2195627.74,2009.3,2195627,74,8
Lombardino,2161724.00,2009.3,2161724,9
Lady Confort,1561400.00,2009.3,1561400,10
New Balance,1533109.00,2009.3,1533109,11
A.Giannini,1496202.04,2009.3,1496202,04,12
Freeway ,1399884.00,2009.3,1399884,13
Bottero,1124133.00,2009.3,1124133,14
Umbro,965570.00,2009.3,965570,15
Olympikus                 ,846495.00,2009.3,846495,16
Vanzetti,833703.00,2009.3,833703,17
Croco Kids,672874.32,2009.3,672874,32,18
Branch,643697.00,2009.3,643697,19
Adidas,572960.00,2009.3,572960,20
Cuerart                  ,459950.00,2009.3,459950,21
North Sails N+,432936.94,2009.3,432936,94,22
Ador,420473.00,2009.3,420473,23
Bioconfort,334160.00,2009.3,334160,24
Wassington   ,303594.00,2009.3,303594,25
Goshik,273570.00,2009.3,273570,26
Bibi,233217.00,2009.3,233217,27
ZAXY,222710.00,2009.3,222710,28
Reef,191316.00,2009.3,191316,29
Varios_Saldos,190628.00,2009.3,190628,30
Falatino,184650.00,2009.3,184650,31
Mc Jason,137781.58,2009.3,137781,58,32
Tiernitas,126483.00,2009.3,126483,33
Azaleia,115033.00,2009.3,115033,34
Via Uno,83480.00,2009.3,83480,35
{Sin Definir},68352.67,2009.3,68352,67,36
Pigalle ,52570.00,2009.3,52570,37
Euro Jack,44468.00,2009.3,44468,38
FF,35880.00,2009.3,35880,39
Disponible,35000.00,2009.3,35000,40
Annisa Group.,22327.00,2009.3,22327,41
Legitimo,16500.00,2009.3,16500,42
Havaianas,16179.00,2009.3,16179,43
Democrata,10430.00,2009.3,10430,44
SANJERIY,9087.00,2009.3,9087,45
Pierre Cardin/Dali/Murakami,8100.00,2009.3,8100,46
Crocs,7076.00,2009.3,7076,47
Rider,6194.00,2009.3,6194,48
Aquarella,5828.00,2009.3,5828,49
Grendene,5808.00,2009.3,5808,50
Mormaii,5131.00,2009.3,5131,51
Asics,4500.00,2009.3,4500,52
Arye - Portter,3892.00,2009.3,3892,53
Ginga,2781.00,2009.3,2781,54
Rain Boot,2495.00,2009.3,2495,55
Euro Teens,1700.00,2009.3,1700,56
Retoric,1600.00,2009.3,1600,57
Futbol,1000.00,2009.3,1000,58
Mac Boot,800.00,2009.3,800,59
Hello Kitty,500.00,2009.3,500,60
Trendy,300.00,2009.3,300,61
Hot Wheels,290.00,2009.3,290,62
Chiquillos,250.00,2009.3,250,63
Country,200.00,2009.3,200,64
G&F,200.00,2009.3,200,65
Miss Carol,5375746.48,2009.4,5375746,48,1
Topper,4498799.00,2009.4,4498799,2
Camarao,3964231.94,2009.4,3964231,94,3
Reebok,3756109.00,2009.4,3756109,4
PUSH,3336574.42,2009.4,3336574,42,5
Puma,2908723.00,2009.4,2908723,6
Converse,2688488.00,2009.4,2688488,7
Lombardino,2680855.00,2009.4,2680855,8
New Balance,2235277.00,2009.4,2235277,9
Sumilon,1846684.76,2009.4,1846684,76,10
Freeway ,1739717.00,2009.4,1739717,11
Bottero,1274466.00,2009.4,1274466,12
Lady Confort,1133329.00,2009.4,1133329,13
A.Giannini,1052352.48,2009.4,1052352,48,14
Olympikus                 ,977735.00,2009.4,977735,15
Adidas,879020.00,2009.4,879020,16
Umbro,851259.00,2009.4,851259,17
Croco Kids,800708.40,2009.4,800708,4,18
Branch,799505.10,2009.4,799505,1,19
North Sails N+,537279.92,2009.4,537279,92,20
Vanzetti,535037.00,2009.4,535037,21
Wassington   ,491305.00,2009.4,491305,22
Ador,341760.00,2009.4,341760,23
Cuerart                  ,313013.00,2009.4,313013,24
Bioconfort,278282.00,2009.4,278282,25
{Sin Definir},246038.72,2009.4,246038,72,26
Mc Jason,242033.00,2009.4,242033,27
ZAXY,218730.00,2009.4,218730,28
Reef,217399.00,2009.4,217399,29
Goshik,193483.00,2009.4,193483,30
Bibi,184000.00,2009.4,184000,31
Falatino,179180.00,2009.4,179180,32
Azaleia,163850.00,2009.4,163850,33
Varios_Saldos,134849.00,2009.4,134849,34
Euro Jack,133086.00,2009.4,133086,35
Gallarate,95340.00,2009.4,95340,36
Tiernitas,78204.00,2009.4,78204,37
FF,50830.00,2009.4,50830,38
Disponible,48100.00,2009.4,48100,39
Via Uno,21170.00,2009.4,21170,40
Pigalle ,20430.00,2009.4,20430,41
Annisa Group.,16744.00,2009.4,16744,42
Legitimo,14050.00,2009.4,14050,43
Democrata,8450.00,2009.4,8450,44
Havaianas,5855.00,2009.4,5855,45
